yyyymm,index,d12,e12,b_m,tbl,aaa,baa,lty,ntis,rfree,infl,ltr,corpr,svar,csp,crsp_s_pvw,crsp_s_pvwx
192602,12.18,0.615,1.248,0.39436255495215927,0.0318,0.04769999999999999,0.0602,0.0372,NaN,0.00265,0,0.0063,0.0045,0.0010985957190000003,NaN,-0.033296,-0.037876
192603,11.46,0.6225,1.248,0.4940908443685035,0.031400000000000004,0.0479,0.0605,0.0371,NaN,0.002616666666666667,-0.005586592178770777,0.0041,0.0084,0.0060155996070000006,NaN,-0.057708,-0.062007
192604,11.72,0.63,1.247,0.48291698559599194,0.0308,0.047400000000000005,0.059800000000000006,0.0368,NaN,0.0025666666666666667,0.00561797752808979,0.0076,0.0097,0.0014659152269999999,NaN,0.038522,0.034856
192605,11.81,0.6375,1.246,0.48385972251272397,0.0317,0.0471,0.058600000000000006,0.0369,NaN,0.0026416666666666667,-0.005586592178770777,0.0014,0.0044,6.903571499999996e-4,NaN,0.013623,0.00907
192606,12.32,0.645,1.245,0.45347621536853117,0.029300000000000003,0.0472,0.057999999999999996,0.0368,NaN,0.002441666666666667,-0.005617977528090012,0.0038,4e-4,6.01689191e-4,NaN,0.056427,0.050196
192607,12.88,0.6525,1.244,0.43326257959795234,0.0311,0.0471,0.0579,0.037,NaN,0.0025916666666666666,-0.011299435028248594,4e-4,0.0057,6.42888415e-4,NaN,0.040403,0.038168
192608,13.1,0.66,1.243,0.42705064303735163,0.0327,0.0472,0.0581,0.0373,NaN,0.002725,-0.005714285714285783,0,0.0044,0.0012086279980000002,NaN,0.029822,0.025747
192609,13.4,0.6675,1.242,0.4387129401352804,0.0342,0.0472,0.0579,0.0372,NaN,0.00285,0.005747126436781658,0.0038,0.0057,7.407693660000001e-4,NaN,0.01342,0.009122
192610,12.98,0.675,1.242,0.4603343061820112,0.0358,0.0471,0.0581,0.0367,NaN,0.002983333333333333,0.005714285714285783,0.0102,0.0097,0.0021611478579999996,NaN,-0.030172,-0.032434
192611,13.27,0.6825,1.241,0.44330884701373363,0.0335,0.046799999999999994,0.057699999999999994,0.0358,NaN,0.0027916666666666667,0.005681818181818121,0.016,0.0057,5.38588539e-4,NaN,0.026937,0.019367
192612,13.49,0.69,1.24,0.44147582697201027,0.030699999999999998,0.046799999999999994,0.056799999999999996,0.0354,0.05088521036212598,0.002558333333333333,0,0.0078,0.0056,4.64617809e-4,NaN,0.026047,0.020321
192701,13.21,0.6967,1.229,0.4437056454190909,0.0323,0.0466,0.056100000000000004,0.0351,0.05083276301998029,0.002691666666666667,-0.011299435028248594,0.0075,0.0056,4.6989469600000004e-4,NaN,-0.00291,-0.005579
192702,13.84,0.7033,1.218,0.4285008644109657,0.0329,0.0467,0.0559,0.0347,0.05168096672732659,0.0027416666666666666,-0.005714285714285783,0.0088,0.0069,2.8733434600000006e-4,NaN,0.045522,0.040566
192703,13.93,0.71,1.208,0.46976511744127936,0.032,0.0462,0.0554,0.0331,0.04636991627508248,0.0026666666666666666,-0.005747126436781436,0.0253,0.0083,9.241927529999997e-4,NaN,0.007324,0.00261
192704,14.17,0.7167,1.197,0.456754130223518,0.0339,0.0458,0.0548,0.0333,0.050517901709350034,0.002825,0,-5e-4,0.0055,6.025885709999999e-4,NaN,0.013021,0.010907
192705,14.91,0.7233,1.186,0.43478260869565216,0.0333,0.045700000000000005,0.055,0.0327,0.055279032650709915,0.002775,0.005780346820809079,0.0109,-0.0011,3.9173375600000014e-4,NaN,0.062353,0.057096
192706,14.77,0.73,1.175,0.4523852493533057,0.030699999999999998,0.0458,0.0555,0.0334,0.058825637222296376,0.002558333333333333,0.011494252873563315,-0.0069,0.0043,8.245769509999999e-4,NaN,-0.02037,-0.025705
192707,15.73,0.7367,1.164,0.4145534729878721,0.0296,0.046,0.0555,0.0333,0.05975417871775704,0.002466666666666667,-0.017045454545454586,0.005,3e-4,4.2577976300000003e-4,NaN,0.08445,0.081687
192708,16.43,0.7433,1.153,0.3962274092417936,0.027000000000000003,0.045599999999999995,0.0548,0.0329,0.05452592744204851,0.0022500000000000003,-0.005780346820809301,0.0076,0.0083,0.0012764138519999997,NaN,0.03332,0.028624
192709,17.14,0.75,1.143,0.3805860620476745,0.0268,0.0454,0.0542,0.033,0.09461678879266966,0.0022333333333333333,0.005813953488372103,0.0018,0.0149,0.001123349479,NaN,0.053016,0.049095
192710,16.23,0.7567,1.132,0.4138006933362681,0.0308,0.0451,0.0538,0.0325,0.09437072723020547,0.0025666666666666667,0.005780346820809079,0.0099,0.0055,0.001559337454,NaN,-0.046804,-0.04896
192711,17.33,0.7633,1.121,0.37939559053529087,0.0304,0.0449,0.0535,0.032,0.08227095099784514,0.002533333333333333,-0.005747126436781436,0.0097,0.0068,9.29659138e-4,NaN,0.070546,0.06427
192712,17.66,0.77,1.11,0.37468858993522675,0.0317,0.0446,0.053200000000000004,0.0316,0.0764747519579697,0.0026416666666666667,0,0.0072,0.0068,6.042040580000001e-4,NaN,0.019295,0.014403
192801,17.57,0.7767,1.133,0.37866962082682915,0.0331,0.0446,0.0535,0.0321,0.06260515463156319,0.002758333333333333,0,-0.0036,0.0027,8.605259200000002e-4,NaN,-0.007182,-0.0092
192802,17.26,0.7833,1.155,0.3860765992401684,0.0333,0.0446,0.0533,0.0318,0.05517263387406506,0.002775,-0.011560693641618491,0.0061,0.0068,6.91123931e-4,NaN,-0.012549,-0.016679
192803,19.13,0.79,1.177,0.3632548379575659,0.0327,0.0446,0.053200000000000004,0.0317,0.054363937199364554,0.002725,0,0.0045,0.0041,0.0013810076760000004,NaN,0.105752,0.101652
192804,19.75,0.7967,1.2,0.3680952605963238,0.0362,0.0446,0.0533,0.0319,0.04937206380308211,0.003016666666666667,0,-4e-4,0.0014,0.0014879602859999995,NaN,0.034725,0.032715
192805,20,0.8033,1.222,0.3543969792093172,0.039,0.0449,0.0542,0.0327,0.04718737582648139,0.00325,0.005847953216374213,-0.0077,-0.0078,0.0018988587559999998,NaN,0.012325,0.007422
192806,19.19,0.81,1.245,0.3702999477111756,0.0392,0.045700000000000005,0.0555,0.0326,0.0502987888519648,0.0032666666666666664,-0.005813953488371992,0.0041,-0.0024,0.003645476632,NaN,-0.03433,-0.038725
192807,19.43,0.8167,1.268,0.36064814814814816,0.0412,0.0461,0.0558,0.0344,0.05938032978797056,0.0034333333333333334,0,-0.0217,-0.001,0.0016749798640000003,NaN,0.010117,0.008278
192808,20.87,0.8233,1.29,0.32402978245497277,0.0436,0.0464,0.056100000000000004,0.0341,0.05739890629005309,0.0036333333333333335,0,0.0076,0.0083,0.001229316929,NaN,0.07023,0.065514
192809,21.37,0.83,1.312,0.32816581009352097,0.045700000000000005,0.0461,0.0559,0.0346,0.027980056919657832,0.0038083333333333337,0.011695906432748426,-0.0041,0.003,6.50464241e-4,NaN,0.022409,0.019937
192810,21.68,0.8367,1.335,0.3089308375634518,0.047,0.0461,0.0558,0.0336,0.03401937164018269,0.003916666666666666,-0.005780346820809301,0.0158,0.0083,6.78845462e-4,NaN,0.013839,0.012055
192811,24.28,0.8433,1.357,0.2655259390551503,0.0426,0.0458,0.0555,0.0338,0.038372009574330145,0.0035499999999999998,0,3e-4,-0.0036,0.0015232956979999998,NaN,0.122975,0.116704
192812,24.35,0.85,1.38,0.2596666666666667,0.0426,0.0461,0.055999999999999994,0.034,0.06306873832688235,0.0035499999999999998,-0.005813953488371992,4e-4,0.0084,0.004077469954,NaN,0.006232,0.002888
192901,25.74,0.86,1.399,0.24534660325659036,0.0466,0.0462,0.056299999999999996,0.0349,0.0784486564082896,0.0038833333333333337,0,-0.009,0.0043,0.0017008226370000003,NaN,0.055473,0.053892
192902,25.59,0.87,1.418,0.24542389968810055,0.043899999999999995,0.0466,0.056600000000000004,0.0363,0.0717831372888786,0.003658333333333333,0,-0.0157,0.003,0.0026701165459999997,NaN,-0.004874,-0.008075
192903,25.53,0.88,1.438,0.27230046948356806,0.046,0.047,0.0579,0.0377,0.079804566396668,0.003833333333333333,-0.005847953216374324,-0.0144,-0.0087,0.003611407132000001,NaN,1.54e-4,-0.003213
192904,25.94,0.89,1.457,0.26339691189827424,0.048,0.046900000000000004,0.057999999999999996,0.0358,0.09932263288230661,0.004,-0.005882352941176561,0.0275,0.0019,0.002304361483,NaN,0.019559,0.018234
192905,24.83,0.9,1.476,0.2827746208937157,0.0509,0.047,0.057999999999999996,0.0373,0.11798666814996976,0.004241666666666667,0.00591715976331364,-0.0162,0.0045,0.004759808363,NaN,-0.041281,-0.046101
192906,27.62,0.91,1.495,0.2535805819387909,0.048,0.04769999999999999,0.0594,0.0367,0.11619736035933806,0.004,0.00588235294117645,0.011,-0.0046,0.001340380139,NaN,0.112294,0.109584
192907,28.88,0.92,1.514,0.24187517975266032,0.0455,0.04769999999999999,0.059500000000000004,0.0369,0.11068793963786124,0.0037916666666666667,0.011695906432748426,0,0.002,0.001281812725,NaN,0.050014,0.048186
192908,31.71,0.93,1.533,0.22112376094444297,0.047,0.0479,0.0604,0.0375,0.11527731496068437,0.003916666666666666,0,-0.0034,0.002,0.0033821020270000004,NaN,0.094871,0.090733
192909,30.16,0.94,1.552,0.2448682486533702,0.0458,0.048,0.061200000000000004,0.0375,0.12139011770112267,0.0038166666666666666,0,0.0027,0.0034,0.003392282425,NaN,-0.050941,-0.053046
192910,24.15,0.95,1.572,0.30748418704983366,0.0437,0.04769999999999999,0.0611,0.0347,0.1596118359731106,0.0036416666666666667,0,0.0382,0.0073,0.053507542712,NaN,-0.18615,-0.188115
192911,20.92,0.96,1.591,0.35195647625026155,0.0347,0.047599999999999996,0.0603,0.0331,0.1770397921351953,0.002891666666666667,0,0.0236,-0.0018,0.03644874587099999,NaN,-0.125359,-0.130374
192912,21.45,0.97,1.61,0.3384578235672891,0.030299999999999997,0.0467,0.059500000000000004,0.034,0.16352217212029735,0.002525,-0.005780346820809301,-0.0089,0.0192,0.010214629578000003,NaN,0.027753,0.023571
193001,22.79,0.9708,1.557,0.314816201242794,0.0339,0.0466,0.0592,0.0347,0.1533141988653753,0.002825,-0.005813953488371992,-0.0057,0.0059,0.0014331607769999997,NaN,0.059632,0.057032
193002,23.28,0.9717,1.503,0.3102061893696285,0.0336,0.046900000000000004,0.058899999999999994,0.0339,0.15925562859833145,0.0028,-0.005847953216374324,0.0129,0.0072,0.0017247059009999999,NaN,0.026041,0.021516
193003,25.14,0.9725,1.45,0.3191191890947221,0.029500000000000002,0.0462,0.057300000000000004,0.0335,0.14549617662007686,0.0024583333333333336,-0.005882352941176561,0.0083,0.0138,0.0015040436309999997,NaN,0.072348,0.069351
193004,24.9,0.9733,1.397,0.3269705977151452,0.03,0.046,0.057,0.0338,0.12968089208120492,0.0025,0.00591715976331364,-0.0016,0.0084,0.001933861666,NaN,-0.013938,-0.015867
193005,24.49,0.9742,1.343,0.33191551241502165,0.0241,0.046,0.0572,0.0329,0.12492680707446609,0.0020083333333333333,-0.005882352941176561,0.0139,0.0057,0.004693439435,NaN,-0.011148,-0.015304
193006,20.46,0.975,1.29,0.4033754528585314,0.0189,0.045700000000000005,0.057800000000000004,0.0328,0.13100104494235637,0.001575,-0.005917159763313529,0.0051,0.011,0.014447861585000003,NaN,-0.155715,-0.159182
193007,21.21,0.9758,1.237,0.39018761485533565,0.0183,0.0452,0.057699999999999994,0.0327,0.14055083330216656,0.001525,-0.011904761904761862,0.0034,0.0056,0.004920445838,NaN,0.038713,0.036395
193008,21.37,0.9767,1.183,0.37975210049080776,0.015300000000000001,0.0447,0.057300000000000004,0.0328,0.12149495403343429,0.001275,-0.006024096385542244,0.0013,0.0136,0.004049926493000001,NaN,0.011266,0.006691
193009,18.59,0.9775,1.13,0.4455832113225964,0.0177,0.044199999999999996,0.0565,0.0324,0.12720037621036412,0.001475,0.0060606060606061,0.0074,0.0108,0.003738406257,NaN,-0.123549,-0.127635
193010,16.94,0.9783,1.077,0.4979547313880556,0.0174,0.044199999999999996,0.0594,0.0324,0.12949135796762298,0.00145,-0.006024096385542244,0.0035,0.0054,0.012876666363000002,NaN,-0.08368,-0.086394
193011,16.57,0.9792,1.023,0.5046708307998452,0.013999999999999999,0.0447,0.0625,0.0322,0.13775286750338017,0.0011666666666666665,-0.0060606060606061,0.0042,-0.0012,0.007160072127,NaN,-0.019736,-0.024113
193012,15.34,0.98,0.97,0.5547454125653177,0.0148,0.0452,0.06709999999999999,0.033,0.113885891124179,0.0012333333333333335,-0.018292682926829062,-0.007,-0.009,0.008166329261999998,NaN,-0.071479,-0.077707
193101,16.09,0.9667,0.94,0.5391520018896894,0.0124,0.044199999999999996,0.0641,0.0343,0.08971083202858261,0.0010333333333333334,-0.012422360248447228,-0.0121,0.0203,0.005224311614,NaN,0.059527,0.056729
193102,17.93,0.9533,0.91,0.47966796259325417,0.0106,0.0443,0.0638,0.0338,0.08253336395785775,8.833333333333333e-4,-0.012578616352201366,0.0085,0.0068,0.002884626289,NaN,0.110943,0.105279
193103,16.69,0.94,0.88,0.5291250870271524,0.0138,0.043899999999999995,0.0644,0.0332,0.073969172417616,0.00115,-0.006369426751592355,0.0104,0.0094,0.004168751837,NaN,-0.068939,-0.073451
193104,15.09,0.9267,0.85,0.6032144983133806,0.0149,0.044000000000000004,0.0672,0.0327,0.07776878531302275,0.0012416666666666667,-0.0064102564102563875,0.0086,0.0067,0.006709265743000001,NaN,-0.092955,-0.09546
193105,13.02,0.9133,0.82,0.7099486221391873,0.0088,0.0437,0.07150000000000001,0.0317,0.07136740363223182,7.333333333333333e-4,-0.012903225806451535,0.0145,0.0134,0.006910695413,NaN,-0.137674,-0.14302
193106,14.83,0.9,0.79,0.6072712744706352,0.0055000000000000005,0.0436,0.0736,0.0319,0.0637461202162302,4.583333333333334e-4,-0.013071895424836666,4e-4,0.0052,0.023332949589999995,NaN,0.146492,0.139763
193107,13.73,0.8867,0.76,0.6736095723465545,0.0040999999999999995,0.0436,0.0708,0.0325,0.03399396657528908,3.416666666666666e-4,0,-0.0042,0.0052,0.007039256351999999,NaN,-0.075465,-0.07857
193108,13.86,0.8733,0.73,0.6541854960189369,0.0042,0.044000000000000004,0.0747,0.0326,0.020144809554198367,3.5e-4,0,0.0012,0.0012,0.004542039838000001,NaN,0.007779,0.002304
193109,9.71,0.86,0.7,0.9440016561432564,0.0045000000000000005,0.0455,0.08070000000000001,0.0353,0.03035246088728072,3.7500000000000006e-4,-0.0066225165562913135,-0.0281,-0.0014,0.023458994588999995,NaN,-0.287461,-0.291524
193110,10.53,0.8467,0.67,0.8771761084928346,0.017,0.0499,0.0904,0.0385,0.011253172864417838,0.0014166666666666668,-0.006666666666666599,-0.033,-0.0363,0.04250195546,NaN,0.076738,0.072834
193111,9.5,0.8333,0.64,0.9715564077980186,0.0177,0.049400000000000006,0.08929999999999999,0.0385,0.0033783339554939065,0.001475,-0.0134228187919464,0.0027,-0.0189,0.011434543961999999,NaN,-0.100909,-0.109396
193112,8.12,0.82,0.61,1.170731707317073,0.0241,0.053200000000000004,0.1042,0.0407,-0.012944195492010141,0.0020083333333333333,-0.006802721088435382,-0.022,-0.0286,0.021195349347000007,NaN,-0.137557,-0.145471
193201,7.89,0.7933,0.5933,1.1913781841933377,0.0248,0.052000000000000005,0.0913,0.039,-0.011577435228515986,0.0020666666666666667,-0.020547945205479423,0.0034,-0.0052,0.017376784498999997,NaN,-0.018803,-0.021067
193202,8.29,0.7667,0.5767,1.119842829076621,0.0242,0.052300000000000006,0.08869999999999999,0.0367,-0.015727669163847255,0.0020166666666666666,-0.013986013986014068,0.0413,-0.0238,0.026715250608000007,NaN,0.053581,0.045233
193203,7.31,0.74,0.56,1.1858624454148472,0.0225,0.049800000000000004,0.0883,0.037,-0.008415511690829039,0.001875,-0.007092198581560294,-0.0018,0.0356,0.013408922083000001,NaN,-0.118907,-0.125245
193204,5.83,0.7133,0.5433,1.5537278741283749,0.0111,0.051699999999999996,0.10460000000000001,0.0336,-0.015475087727974826,9.25e-4,-0.0071428571428571175,0.0604,-0.0176,0.019851412741,NaN,-0.205295,-0.207637
193205,4.47,0.6867,0.5267,1.942333482342423,0.0031,0.0536,0.11,0.0349,-0.0340510446013349,2.5833333333333334e-4,-0.014388489208633115,-0.0188,0.0107,0.023183792311999997,NaN,-0.232123,-0.240123
193206,4.43,0.66,0.51,2.0284780578898225,0.0034000000000000002,0.0541,0.11,0.0347,-0.04068862768003896,2.8333333333333335e-4,-0.007299270072992692,0.0065,-9e-4,0.03430258322199999,NaN,0.002768,-0.006507
193207,6.1,0.6333,0.4933,1.6125440712562629,0.0022,0.0526,0.1079,0.032,-0.029176509151497738,1.8333333333333334e-4,0,0.0481,0.0043,0.020110578496999997,NaN,0.391838,0.390006
193208,8.39,0.6067,0.4767,1.1878075451066157,0.0014000000000000002,0.049100000000000005,0.08220000000000001,0.0321,-0.01506322264191279,1.1666666666666668e-4,-0.007352941176470562,3e-4,0.0436,0.040019305911999994,NaN,0.401979,0.394164
193209,8.08,0.58,0.46,1.214365567356065,3e-4,0.047,0.0761,0.0319,7.049814058481189e-4,2.4999999999999998e-5,-0.007407407407407418,0.0057,0.0301,0.043298566157,NaN,-0.029526,-0.034118
193210,6.96,0.5533,0.4433,1.4038772213247175,1e-4,0.0464,0.0787,0.0322,-0.0028734807793040847,8.333333333333334e-6,-0.007462686567164201,-0.0017,0.0074,0.03564475848799999,NaN,-0.142069,-0.143263
193211,6.55,0.5267,0.4267,1.5421472937000889,1e-4,0.0463,0.0824,0.0322,-0.0033213911441086234,8.333333333333334e-6,-0.007518796992481258,0.0032,0.0073,0.023316603119999998,NaN,-0.052228,-0.058702
193212,6.89,0.5,0.41,1.44208430136077,4e-4,0.045899999999999996,0.0842,0.0315,-0.005031571043537501,3.3333333333333335e-5,-0.007575757575757569,0.0131,0.0139,0.010223098855,NaN,0.061569,0.053749
193301,6.94,0.495,0.4125,1.426929392446634,7.000000000000001e-4,0.0444,0.0801,0.0308,-0.006489813524526207,5.833333333333334e-5,-0.015267175572518998,0.0148,0.0547,0.005916608936999998,NaN,0.013938,0.012575
193302,5.66,0.49,0.415,1.6909904650710257,1e-4,0.044800000000000006,0.0837,0.0325,-0.005816754921168543,8.333333333333334e-6,-0.015503875968992276,-0.0258,-0.0523,0.015666928171999998,NaN,-0.179558,-0.186035
193303,5.85,0.485,0.4175,1.4765342960288808,0.0134,0.046799999999999994,0.0891,0.0321,-0.02188275597615945,0.0011166666666666666,-0.007874015748031482,0.0097,0.0047,0.037454110987999986,NaN,0.038627,0.032581
193304,8.32,0.48,0.42,1.119015047879617,0.0045000000000000005,0.0478,0.09119999999999999,0.0325,-0.006368251988665855,3.7500000000000006e-4,0,-0.0032,-0.0095,0.029151225522,NaN,0.414312,0.412291
193305,9.64,0.475,0.4225,0.9283849733287936,0.0029,0.0463,0.0774,0.0308,-0.0030009101843071137,2.4166666666666664e-4,0,0.0303,0.0588,0.01196383281,NaN,0.174816,0.170167
193306,10.91,0.47,0.425,0.8335031587528021,7.000000000000001e-4,0.0446,0.0707,0.0306,7.615700947006866e-4,5.833333333333334e-5,0.007936507936507908,0.005,0.019,0.019819362466,NaN,0.137498,0.133994
193307,9.95,0.465,0.4275,0.9011788035694612,0.0019,0.0436,0.0662,0.0309,0.002714312644173436,1.5833333333333332e-4,0.03149606299212593,-0.0017,0.0161,0.032868097437999996,NaN,-0.084736,-0.085471
193308,11.09,0.46,0.43,0.7987501220583927,1e-4,0.043,0.0677,0.0308,0.002147420303616282,8.333333333333334e-6,0.007633587786259444,0.0044,0.0093,0.011878964091000001,NaN,0.123272,0.119807
193309,9.83,0.455,0.4325,0.8679966044142615,4e-4,0.0436,0.0727,0.0308,-4.583628860081054e-4,3.3333333333333335e-5,0,0.0023,-0.0014,0.014249909073999999,NaN,-0.118045,-0.121112
193310,8.96,0.45,0.435,0.927858439201452,9e-4,0.0434,0.07490000000000001,0.0315,0.003463139463145797,7.5e-5,0,-0.0091,0.004,0.027675770355000004,NaN,-0.090623,-0.091588
193311,9.88,0.445,0.4375,0.8335031587528021,0.0022,0.0454,0.07980000000000001,0.0327,0.005923594689734154,1.8333333333333334e-4,0,-0.0149,-0.0248,0.009581576110999999,NaN,0.108553,0.10207
193312,10.1,0.44,0.44,0.8290260464173507,0.0029,0.045,0.0775,0.0336,0.0061958281068512245,2.4166666666666664e-4,0,-0.0113,0.0257,0.005590569861,NaN,0.026694,0.02443
193401,11.17,0.4408,0.4442,0.7629173661630293,0.0072,0.0435,0.0701,0.0321,0.0035583230844539156,6e-4,0,0.0257,0.0257,0.006638909922000001,NaN,0.115033,0.113644
193402,10.76,0.4417,0.4483,0.7906437270442683,0.0062,0.042,0.06269999999999999,0.0317,0.005594944337254493,5.166666666666667e-4,0.007575757575757791,0.0081,0.0146,0.005567284667000001,NaN,-0.03284,-0.037272
193403,10.75,0.4425,0.4525,0.8025122121423587,0.0024,0.041299999999999996,0.0626,0.0307,0.009606328058943046,1.9999999999999998e-4,0,0.0197,0.0187,0.006372524620999999,NaN,0.005355,0.002464
193404,10.46,0.4433,0.4567,0.8010747338043587,0.0015,0.0407,0.0601,0.03,0.007828796728237804,1.25e-4,0,0.0126,0.0104,0.001899187354,NaN,-0.02549,-0.026944
193405,9.61,0.4442,0.4608,0.8563829787234043,0.0016,0.0401,0.0605,0.0292,0.007652303605651496,1.3333333333333334e-4,0,0.0131,0.009,0.007363200412,NaN,-0.078497,-0.082255
193406,9.81,0.445,0.465,0.8407310704960835,0.0015,0.0393,0.060599999999999994,0.0289,0.0059827799657326325,1.25e-4,0.007518796992481258,0.0067,0.0158,0.006894644965999997,NaN,0.02408,0.021102
193407,8.68,0.4458,0.4692,0.9142532651902329,0.0015,0.038900000000000004,0.0613,0.0288,0.002910095696498509,1.25e-4,0,0.004,0.0047,0.011531330891,NaN,-0.119846,-0.121723
193408,9.15,0.4467,0.4733,0.8668964031875942,0.0019,0.0393,0.0649,0.0299,0.019959007875065764,1.5833333333333332e-4,0,-0.0118,0.0047,0.006501447164000001,NaN,0.05865,0.051629
193409,9.1,0.4475,0.4775,0.8703643637149963,0.0021,0.039599999999999996,0.06570000000000001,0.031,0.019441143791579473,1.75e-4,0.014925373134328401,-0.0146,-0.0061,0.004830818599,NaN,-2.16e-4,-0.003127
193410,8.81,0.4483,0.4817,0.8622536418166238,0.0027,0.039,0.064,0.03,0.023899430232064884,2.2500000000000002e-4,-0.007352941176470562,0.0182,0.0102,0.004358161046000002,NaN,-0.032663,-0.033732
193411,9.54,0.4492,0.4858,0.7820089372449971,0.0025,0.038599999999999995,0.0637,0.0299,0.02071303896095463,2.0833333333333335e-4,0,0.0037,0.0129,0.002025305206,NaN,0.086059,0.080682
193412,9.5,0.45,0.49,0.7737408688965782,0.0023,0.0381,0.0623,0.0293,0.02081471928983578,1.9166666666666667e-4,-0.007407407407407418,0.0112,0.0101,0.002608945583,NaN,-6.81e-4,-0.004415
193501,9.1,0.45,0.57,0.7916215950437605,0.002,0.0377,0.059800000000000006,0.0281,0.020999507986180325,1.6666666666666666e-4,0.014925373134328401,0.0182,0.0211,0.0022136038419999994,NaN,-0.042368,-0.043755
193502,8.74,0.45,0.65,0.7862863840593867,0.0019,0.0369,0.059500000000000004,0.0275,0.01471078125616417,1.5833333333333332e-4,0.007352941176470562,0.0092,0.0141,0.003279981949,NaN,-0.03684,-0.042659999999999997
193503,8.47,0.45,0.73,0.8007541178805319,0.0015,0.036699999999999997,0.062,0.0274,0.01204819994537155,1.25e-4,0,0.0041,0.0043,0.003972861679999999,NaN,-0.031454,-0.035324
193504,9.28,0.446667,0.756667,0.7373229785290086,0.0015,0.0366,0.0613,0.0269,0.01909572531886123,1.25e-4,0.007299270072992803,0.0079,0.0112,0.003162168495,NaN,0.096493,0.095347
193505,9.58,0.443333,0.783333,0.7293926247288504,0.0015,0.0365,0.0594,0.0276,0.0193000161334349,1.25e-4,0,-0.0057,0.0042,0.0028776616859999995,NaN,0.038135,0.033059
193506,10.23,0.44,0.81,0.6818181818181819,0.0015,0.0361,0.057699999999999994,0.027,0.019345852148030432,1.25e-4,-0.007246376811594346,0.0092,0.0112,0.002810457541,NaN,0.070533,0.067124
193507,11.08,0.44,0.793333,0.6393091974966332,0.0015,0.0356,0.0567,0.0268,0.017409774693289512,1.25e-4,0,0.0046,0.0111,0.001680048419,NaN,0.083814,0.082471
193508,11.32,0.44,0.776667,0.6336866902237928,0.0016,0.036000000000000004,0.0558,0.0281,0.004981615097488259,1.3333333333333334e-4,0,-0.0133,-0.0042,0.0037749858980000005,NaN,0.026569,0.022105
193509,11.59,0.44,0.76,0.6117343844754397,0.002,0.0359,0.0553,0.0282,0.008026621087926449,1.6666666666666666e-4,0,9e-4,0,0.002428823758,NaN,0.025526,0.022175
193510,12.46,0.45,0.76,0.5775010734220696,0.002,0.0352,0.0554,0.0279,0.002950727076156689,1.6666666666666666e-4,0,0.0061,0.0042,0.0032591933199999997,NaN,0.071803,0.070634
193511,12.95,0.46,0.76,0.5669523675706056,0.0016,0.0347,0.054299999999999994,0.028,0.0022194292213505214,1.3333333333333334e-4,0.007299270072992803,0.001,0.0069,0.003149682571,NaN,0.051943,0.04562
193512,13.43,0.47,0.76,0.5599111912856449,0.0015,0.0344,0.053,0.0276,0.0086888345696463,1.25e-4,0,0.007,0.0083,0.0028973664429999993,NaN,0.039887,0.036744
193601,14.31,0.48,0.77,0.5398354404976922,0.002,0.0337,0.05,0.0285,0.008907728089585155,1.6666666666666666e-4,0,0.0055,0.0082,0.001867159052,NaN,0.071832,0.070187
193602,14.55,0.49,0.78,0.529076247295614,0.002,0.0332,0.048,0.0281,0.013760453503580338,1.6666666666666666e-4,0,0.0081,0.0054,0.002222593541,NaN,0.022461,0.018857
193603,14.92,0.5,0.79,0.5276960470768837,0.002,0.0329,0.048600000000000004,0.0275,0.013456037056592278,1.6666666666666666e-4,-0.007246376811594346,0.0106,0.0082,0.005004479815999999,NaN,0.024029,0.021457
193604,13.77,0.516667,0.82,0.5663485961419648,0.002,0.0329,0.049100000000000005,0.0274,0.019252871028399794,1.6666666666666666e-4,0,0.0035,0.0026,0.005760772103000001,NaN,-0.077588,-0.078356
193605,14.4,0.533333,0.85,0.5404874213836478,0.002,0.0327,0.049400000000000006,0.0273,0.018627594287330487,1.6666666666666666e-4,0,0.004,0.004,0.002907937903,NaN,0.053106,0.046971
193606,14.84,0.55,0.88,0.5231783879764094,0.002,0.032400000000000005,0.049,0.0273,0.020813450096393838,1.6666666666666666e-4,0.007299270072992803,0.0021,0.0082,0.0015684950820000002,NaN,0.032542,0.029509
193607,15.85,0.57,0.9,0.5004246026931942,0.0015,0.0323,0.0484,0.0271,0.021746988222569832,1.25e-4,0.007246376811594235,0.006,0.0011,0.0015685530470000006,NaN,0.073442,0.072356
193608,15.99,0.59,0.92,0.49612123398881475,0.002,0.0321,0.047400000000000005,0.0264,0.019666034434026963,1.6666666666666666e-4,0.007194244604316502,0.0111,0.0067,0.0026195074359999996,NaN,0.014124,0.00893
193609,16.01,0.61,0.94,0.49159814086521275,0.0016,0.0318,0.0462,0.0268,0.021398482974673366,1.3333333333333334e-4,0,-0.0031,0.0067,0.001183758701,NaN,0.004817,0.001617
193610,17.21,0.646667,0.966667,0.46570702794242164,0.0013,0.0318,0.0454,0.0269,0.021804227023902535,1.0833333333333333e-4,0,6e-4,0.0025,0.0022244051480000003,NaN,0.076281,0.075272
193611,17.28,0.683333,0.993333,0.45027835389149656,0.0011,0.0315,0.0452,0.0257,0.022840762004661886,9.166666666666667e-5,0,0.0205,0.0109,0.0028304003639999993,NaN,0.010666,-3.21e-4
193612,17.18,0.72,1.02,0.45858810450250137,0.0012,0.031,0.0453,0.0255,0.025224721571867965,9.999999999999999e-5,0,0.0038,0.001,0.001498374538,NaN,-0.00383,-0.007289
