yyyyq,index,d12,e12,b_m,tbl,aaa,baa,lty,cay,ntis,rfree,infl,ltr,corpr,svar,csp,ik,crsp_s_pvw,crsp_s_pvwx,d3,e3
19071,8.35,0.41,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012426220427455448,NaN,NaN,NaN,0.021202282576350002,NaN,NaN,NaN,NaN,NaN,NaN
19072,7.84,0.42,0.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011374160258398325,NaN,NaN,NaN,0.00567023411557,NaN,NaN,NaN,NaN,NaN,NaN
19073,7.45,0.43,0.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01282608249236028,NaN,NaN,NaN,0.007407293820609998,NaN,NaN,NaN,NaN,NaN,NaN
19074,6.57,0.44,0.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015324638393206191,NaN,NaN,NaN,0.01369924676132,NaN,NaN,NaN,NaN,NaN,NaN
19081,6.87,0.43,0.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011640371055515075,NaN,NaN,NaN,0.006504023765880002,NaN,NaN,NaN,NaN,NaN,NaN
19082,7.64,0.42,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007813317097906669,NaN,NaN,NaN,0.004891150136210002,NaN,NaN,NaN,NaN,NaN,NaN
19083,8.17,0.41,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007251244603749596,NaN,NaN,NaN,0.00505391933198,NaN,NaN,NaN,NaN,NaN,NaN
19084,9.03,0.4,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007739506680439101,NaN,NaN,NaN,0.0036030161399699997,NaN,NaN,NaN,NaN,NaN,NaN
19091,8.92,0.41,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006859239115305726,NaN,NaN,NaN,0.0034020598126499983,NaN,NaN,NaN,NaN,NaN,NaN
19092,9.8,0.42,0.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006445081716329737,NaN,NaN,NaN,0.0018475480315599997,NaN,NaN,NaN,NaN,NaN,NaN
19093,10.19,0.43,0.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007487791424855228,NaN,NaN,NaN,0.002927540945829999,NaN,NaN,NaN,NaN,NaN,NaN
19094,10.3,0.44,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010144909405668256,NaN,NaN,NaN,0.0018577068726800005,NaN,NaN,NaN,NaN,NaN,NaN
19101,9.96,0.4475,0.7525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009034464810128151,NaN,NaN,NaN,0.004908749634420002,NaN,NaN,NaN,NaN,NaN,NaN
19102,9.1,0.455,0.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009574836022329558,NaN,NaN,NaN,0.00585352475955,NaN,NaN,NaN,NaN,NaN,NaN
19103,8.91,0.4625,0.7375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01099649945033665,NaN,NaN,NaN,0.005560272324420002,NaN,NaN,NaN,NaN,NaN,NaN
19104,9.05,0.47,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010537080325000225,NaN,NaN,NaN,0.00258522833198,NaN,NaN,NaN,NaN,NaN,NaN
19111,9.32,0.47,0.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007746911992698502,NaN,NaN,NaN,0.0018282592739499999,NaN,NaN,NaN,NaN,NaN,NaN
19112,9.67,0.47,0.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007007179619825443,NaN,NaN,NaN,0.0012064971593400006,NaN,NaN,NaN,NaN,NaN,NaN
19113,8.67,0.47,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00815369869041005,NaN,NaN,NaN,0.0027446840327700005,NaN,NaN,NaN,NaN,NaN,NaN
19114,9.11,0.47,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008464509716645141,NaN,NaN,NaN,0.0020041333011500003,NaN,NaN,NaN,NaN,NaN,NaN
19121,9.3,0.4725,0.6175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007665484508401654,NaN,NaN,NaN,0.0010572490953999999,NaN,NaN,NaN,NaN,NaN,NaN
19122,9.58,0.475,0.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008028056381378601,NaN,NaN,NaN,0.00172230409154,NaN,NaN,NaN,NaN,NaN,NaN
19123,9.86,0.4775,0.6725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01006317235308285,NaN,NaN,NaN,0.0013120196094300004,NaN,NaN,NaN,NaN,NaN,NaN
19124,9.38,0.48,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011966850259332862,NaN,NaN,NaN,0.0023627226995500002,NaN,NaN,NaN,NaN,NaN,NaN
19131,8.8,0.48,0.6825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010351935141575064,NaN,NaN,NaN,0.0027106724856700007,NaN,NaN,NaN,NaN,NaN,NaN
19132,8.12,0.48,0.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011300095775249819,0,NaN,NaN,0.003926464839700001,NaN,NaN,NaN,NaN,NaN,NaN
19133,8.53,0.48,0.6475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01211503183987328,0.020408163265306145,NaN,NaN,0.0017884619894700004,NaN,NaN,NaN,NaN,NaN,NaN
19134,8.04,0.48,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01141868375855748,0,NaN,NaN,0.00224974409125,NaN,NaN,NaN,NaN,NaN,NaN
19141,8.32,0.465,0.6025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007946509210010388,-0.010000000000000009,NaN,NaN,0.0018045435726899994,NaN,NaN,NaN,NaN,NaN,NaN
19142,8.13,0.45,0.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007399213212990752,0,NaN,NaN,0.0020328921303,NaN,NaN,NaN,NaN,NaN,NaN
19143,7.68,0.435,0.5475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011839326738432465,0.030303030303030276,NaN,NaN,0.00517711463983,NaN,NaN,NaN,NaN,NaN,NaN
19144,7.35,0.42,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010958283752122933,-0.009803921568627416,NaN,NaN,0.0025860082099700005,NaN,NaN,NaN,NaN,NaN,NaN
19151,7.57,0.4225,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00702930343304109,-0.01980198019801971,NaN,NaN,0.003063897716670002,NaN,NaN,NaN,NaN,NaN,NaN
19152,8.04,0.425,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007066351463570042,0.02020202020202011,NaN,NaN,0.00830385828909,NaN,NaN,NaN,NaN,NaN,NaN
19153,8.66,0.4275,0.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006348939669839737,0,NaN,NaN,0.0040026970589699985,NaN,NaN,NaN,NaN,NaN,NaN
19154,9.48,0.43,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005786992811921188,0.01980198019801982,NaN,NaN,0.0037344900420700003,NaN,NaN,NaN,NaN,NaN,NaN
19161,9.17,0.4625,1.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005831368598858688,0.01941747572815533,NaN,NaN,0.0033064025143699997,NaN,NaN,NaN,NaN,NaN,NaN
19162,9.36,0.495,1.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006200980896083452,0.028571428571428692,NaN,NaN,0.00399735583448,NaN,NaN,NaN,NaN,NaN,NaN
19163,9.68,0.5275,1.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007095844264997098,0.02777777777777768,NaN,NaN,0.00230237550309,NaN,NaN,NaN,NaN,NaN,NaN
19164,9.8,0.56,1.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006881357942318367,0.04504504504504503,NaN,NaN,0.00822634044232,NaN,NaN,NaN,NaN,NaN,NaN
19171,9.31,0.5925,1.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007606242855301426,0.034482758620689724,NaN,NaN,0.007476577638,NaN,NaN,NaN,NaN,NaN,NaN
19172,9.04,0.625,1.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00934521604903904,0.08333333333333326,NaN,NaN,0.00428617448451,NaN,NaN,NaN,NaN,NaN,NaN
19173,8.12,0.6575,1.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009745039339170924,0.023076923076923217,NaN,NaN,0.005244362207799999,NaN,NaN,NaN,NaN,NaN,NaN
19174,6.8,0.69,1.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010981689502328695,0.03007518796992481,NaN,NaN,0.01855445326172,NaN,NaN,NaN,NaN,NaN,NaN
19181,7.28,0.66,1.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0115816254287604,0.021897810218978186,NaN,NaN,0.00469636563159,NaN,NaN,NaN,NaN,NaN,NaN
19182,7.45,0.63,1.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011981690180458138,0.050000000000000044,NaN,NaN,0.0031474527095899994,NaN,NaN,NaN,NaN,NaN,NaN
19183,7.54,0.6,1.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012092817643731602,0.06802721088435382,NaN,NaN,0.00205242238382,NaN,NaN,NaN,NaN,NaN,NaN
19184,7.9,0.57,0.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012063174873282012,0.05095541401273884,NaN,NaN,0.0054650172384599965,NaN,NaN,NaN,NaN,NaN,NaN
19191,8.12,0.56,0.975,NaN,NaN,0.053900000000000003,0.0715,0.0473,NaN,NaN,0.01060399099307463,-0.0060606060606061,NaN,NaN,0.0025711081148600008,NaN,NaN,NaN,NaN,NaN,NaN
19192,9.21,0.55,0.96,NaN,NaN,0.054,0.0704,0.046900000000000004,NaN,NaN,0.010959466834598253,0.030487804878048808,NaN,NaN,0.004763048712099997,NaN,NaN,NaN,NaN,NaN,NaN
19193,9.01,0.54,0.945,NaN,NaN,0.056,0.0727,0.0473,NaN,NaN,0.010885413824821333,0.053254437869822535,NaN,NaN,0.008769900116949997,NaN,NaN,NaN,NaN,NaN,NaN
19194,8.92,0.53,0.93,NaN,NaN,0.0573,0.0777,0.049,NaN,NaN,0.011307508273998845,0.06179775280898858,NaN,NaN,0.00843673535761,NaN,NaN,NaN,NaN,NaN,NaN
19201,8.67,0.525,0.8975,NaN,0.0475,0.0592,0.0797,0.0509,NaN,NaN,0.011875,0.042328042328042326,NaN,NaN,0.010659611384350003,NaN,NaN,NaN,NaN,NaN,NaN
19202,7.92,0.52,0.865,NaN,0.0575,0.0638,0.0839,0.0554,NaN,NaN,0.014375,0.060913705583756306,NaN,NaN,0.007411787926319997,NaN,NaN,NaN,NaN,NaN,NaN
19203,7.87,0.515,0.8325,NaN,0.0581,0.0622,0.0814,0.054299999999999994,NaN,NaN,0.014525,-0.04306220095693769,NaN,NaN,0.004279797503270001,NaN,NaN,NaN,NaN,NaN,NaN
19204,6.81,0.51,0.8,NaN,0.0588,0.0626,0.0856,0.054000000000000006,NaN,NaN,0.0147,-0.030000000000000027,NaN,NaN,0.011056602806439997,NaN,NaN,NaN,NaN,NaN,NaN
19211,6.88,0.4975,0.6725,0.6362196409714889,0.0538,0.0608,0.0855,0.0527,NaN,NaN,0.01345,-0.05670103092783496,NaN,NaN,0.0040824925453500005,NaN,NaN,NaN,NaN,NaN,NaN
19212,6.55,0.485,0.545,0.704163623082542,0.0499,0.0618,0.0856,0.0527,NaN,NaN,0.012475,-0.03825136612021851,NaN,NaN,0.006839491834219999,NaN,NaN,NaN,NaN,NaN,NaN
19213,6.61,0.4725,0.4175,0.6781091727630839,0.0475,0.0593,0.0834,0.0512,NaN,NaN,0.011875,-0.005681818181818232,NaN,NaN,0.00556982769521,NaN,NaN,NaN,NaN,NaN,NaN
19214,7.31,0.46,0.29,0.5965346534653466,0.039,0.055,0.0761,0.0447,NaN,NaN,0.00975,-0.011428571428571344,NaN,NaN,0.002527308280600001,NaN,NaN,NaN,NaN,NaN,NaN
19221,7.74,0.4725,0.39,0.5210555867490174,0.0355,0.0523,0.0745,0.0441,NaN,NaN,0.008875,-0.034682080924855585,NaN,NaN,0.0023685855069099995,NaN,NaN,NaN,NaN,NaN,NaN
19222,8.45,0.485,0.49,0.4993005488001721,0.0325,0.0508,0.0697,0.0424,NaN,NaN,0.008125,0,NaN,NaN,0.00364094524727,NaN,NaN,NaN,NaN,NaN,NaN
19223,9.06,0.4975,0.59,0.4777594728171334,0.0334,0.0493,0.0675,0.04190000000000001,NaN,NaN,0.00835,-0.0059880239520956335,NaN,NaN,0.0038166273115499997,NaN,NaN,NaN,NaN,NaN,NaN
19224,8.78,0.51,0.69,0.47264948558622794,0.0365,0.0508,0.0702,0.0432,NaN,NaN,0.009125,0.018072289156626287,NaN,NaN,0.004886943124219999,NaN,NaN,NaN,NaN,NaN,NaN
19231,9.43,0.515,0.7625,0.5020920502092051,0.0412,0.0513,0.0709,0.0438,NaN,NaN,0.0103,-0.005917159763313529,NaN,NaN,0.0016169294046099996,NaN,NaN,NaN,NaN,NaN,NaN
19232,8.34,0.52,0.835,0.5837104072398189,0.0384,0.0515,0.0721,0.0434,NaN,NaN,0.0096,0.011904761904761862,NaN,NaN,0.006703547694520001,NaN,NaN,NaN,NaN,NaN,NaN
19233,8.15,0.525,0.9075,0.5865636012276912,0.0401,0.0512,0.0738,0.0436,NaN,NaN,0.010025,0.0117647058823529,NaN,NaN,0.004563895635160003,NaN,NaN,NaN,NaN,NaN,NaN
19234,8.55,0.53,0.98,0.5402010050251257,0.0388,0.0509,0.0738,0.0435,NaN,NaN,0.0097,0.005813953488372103,NaN,NaN,0.0028125337784100004,NaN,NaN,NaN,NaN,NaN,NaN
19241,8.7,0.535,0.9675,0.5945597247607783,0.035699999999999996,0.051,0.0708,0.042800000000000005,NaN,NaN,0.008924999999999999,-0.011560693641618491,NaN,NaN,0.0030429277404399996,NaN,NaN,NaN,NaN,NaN,NaN
19242,8.63,0.54,0.955,0.5738300300923523,0.024399999999999998,0.0499,0.0682,0.0398,NaN,NaN,0.0060999999999999995,-0.005847953216374324,NaN,NaN,0.0025947196429499993,NaN,NaN,NaN,NaN,NaN,NaN
19243,9.25,0.545,0.9425,0.5360604885614579,0.021400000000000002,0.0495,0.0673,0.0392,NaN,NaN,0.005350000000000001,0.00588235294117645,NaN,NaN,0.00194097788358,NaN,NaN,NaN,NaN,NaN,NaN
19244,10.16,0.55,0.93,0.4588830802423035,0.025699999999999997,0.0495,0.0646,0.039599999999999996,NaN,NaN,0.006424999999999999,0.011695906432748426,NaN,NaN,0.0031429363842900002,NaN,NaN,NaN,NaN,NaN,NaN
19251,10.39,0.5625,1.01,0.5224839400428265,0.0278,0.0491,0.0636,0.039599999999999996,NaN,NaN,0.00695,0,NaN,NaN,0.00506299767267,NaN,NaN,NaN,NaN,NaN,NaN
19252,10.8,0.575,1.09,0.46561331196091904,0.0286,0.0483,0.0618,0.0379,NaN,NaN,0.00715,0.01156069364161838,NaN,NaN,0.00210813587605,NaN,NaN,NaN,NaN,NaN,NaN
19253,11.51,0.5875,1.17,0.425205632231981,0.0317,0.0487,0.062,0.0385,NaN,NaN,0.007925,0.011428571428571344,NaN,NaN,0.0023776813746100006,NaN,NaN,NaN,NaN,NaN,NaN
19254,12.46,0.6,1.25,0.38937827141580494,0.0351,0.0485,0.0615,0.038,NaN,NaN,0.008775,0.011299435028248483,NaN,NaN,0.003979690629830002,NaN,NaN,NaN,NaN,NaN,NaN
19261,11.46,0.6225,1.248,0.4940908443685035,0.031400000000000004,0.0479,0.0605,0.0371,NaN,NaN,0.007850000000000001,-0.005586592178770777,0.02436970645400005,0.02023095216000015,0.007971623621,NaN,NaN,-0.09070672023744775,-0.10112623586498537,NaN,NaN
19262,12.32,0.645,1.245,0.45347621536853117,0.029300000000000003,0.0472,0.058,0.0368,NaN,NaN,0.007325000000000001,-0.005617977528090012,0.01284488043200005,0.014548337071999873,0.0027579615679999996,NaN,NaN,0.11206878317581892,0.096658922576208,NaN,NaN
19263,13.4,0.6675,1.242,0.4387129401352804,0.0342,0.0472,0.0579,0.0372,NaN,NaN,0.00855,-0.011299435028248594,0.00420152000000007,0.015882792955999925,0.002592285779,NaN,NaN,0.08580848750072967,0.07461170842026643,NaN,NaN
19264,13.49,0.69,1.24,0.44147582697201027,0.030699999999999998,0.0468,0.0568,0.0354,NaN,0.05088521036212598,0.0076749999999999995,0.011428571428571344,0.03436883296000004,0.02114183962399996,0.0031643542060000016,NaN,NaN,0.0218938252698071,0.0063475515935216276,NaN,NaN
19271,13.93,0.71,1.208,0.46976511744127936,0.032,0.0462,0.0554,0.0331,NaN,0.04636991627508248,0.008,-0.022598870056497078,0.04208005979999996,0.020942710711999935,0.0016814217950000005,NaN,NaN,0.050114651064897764,0.03746140766676653,NaN,NaN
19272,14.77,0.73,1.175,0.4523852493533057,0.030699999999999998,0.0458,0.0555,0.0334,NaN,0.058825637222296376,0.0076749999999999995,0.01734104046242768,0.0034228276049999007,0.008712843985000163,0.0018188992779999994,NaN,NaN,0.054263991662327093,0.04115672126921943,NaN,NaN
19273,17.14,0.75,1.143,0.3805860620476745,0.0268,0.0454,0.0542,0.033,NaN,0.09461678879266966,0.0067,-0.017045454545454586,0.01446074839999989,0.023630667100999814,0.002825543094,NaN,NaN,0.17999274866398407,0.1672747215885373,NaN,NaN
19274,17.66,0.77,1.11,0.37468858993522675,0.0317,0.0446,0.0532,0.0316,NaN,0.0764747519579697,0.007925,0,0.027037841415999964,0.01922129431999986,0.0030932006500000004,NaN,NaN,0.040129557999983856,0.026741529397542596,NaN,NaN
19281,19.13,0.79,1.177,0.3632548379575659,0.0327,0.0446,0.0532,0.0317,NaN,0.054363937199364554,0.008175,-0.011560693641618491,0.006989191179999965,0.013657385276000023,0.0029326575270000005,NaN,NaN,0.08403406530783242,0.073311392866113545,NaN,NaN
19282,19.19,0.81,1.245,0.3702999477111756,0.0392,0.0457,0.0555,0.0326,NaN,0.0502987888519648,0.0098,0,-0.004030117371999986,-0.008795533791999932,0.007032295674,NaN,NaN,0.011518066378493508,9.110255948097112e-5,NaN,NaN
19283,21.37,0.83,1.312,0.32816581009352097,0.045700000000000005,0.0461,0.0559,0.0346,NaN,0.027980056919657832,0.011425000000000001,0.011695906432748426,-0.018306433828000013,0.010313575099999861,0.0035547610339999995,NaN,NaN,0.10528293480643591,0.09575332832737193,NaN,NaN
19284,24.35,0.85,1.38,0.2596666666666667,0.0426,0.0461,0.056,0.034,NaN,0.06306873832688235,0.01065,-0.011560693641618491,0.016511181895999982,0.013109349007999871,0.0062796111140000005,NaN,NaN,0.14561108180858784,0.13342978574308728,NaN,NaN
19291,25.53,0.88,1.438,0.27230046948356806,0.046,0.047,0.0579,0.0377,NaN,0.079804566396668,0.0115,-0.005847953216374324,-0.038605054719999976,-0.001450722230000201,0.007982346315,NaN,NaN,0.050490375206188265,0.042023010305592745,NaN,NaN
19292,27.62,0.91,1.495,0.2535805819387909,0.048,0.0477,0.0594,0.0367,NaN,0.11619736035933806,0.012,0.00588235294117645,0.02197389949999984,0.001779070669999827,0.008404549985,NaN,NaN,0.08723466678411884,0.07773050011020377,NaN,NaN
19293,30.16,0.94,1.552,0.2448682486533702,0.0458,0.048,0.0612,0.0375,NaN,0.12139011770112267,0.01145,0.011695906432748426,-7.09180000000087e-4,0.007417613599999928,0.008056197176999997,NaN,NaN,0.09106658256891942,0.08264404275131043,NaN,NaN
19294,21.45,0.97,1.61,0.3384578235672891,0.030299999999999997,0.0467,0.0595,0.034,NaN,0.16352217212029735,0.007574999999999999,-0.005780346820809301,0.053243476472000006,0.02479220771200019,0.10017091816100002,NaN,NaN,-0.2684180991349291,-0.2773217132446093,NaN,NaN
19301,25.14,0.9725,1.45,0.3191191890947221,0.029500000000000002,0.0462,0.0573,0.0335,NaN,0.14549617662007686,0.0073750000000000005,-0.01744186046511631,0.01548561970099982,0.027123846224000214,0.004661910308999999,NaN,NaN,0.16588449465482924,0.15465858350760753,NaN,NaN
19302,20.46,0.975,1.29,0.4033754528585314,0.0189,0.0457,0.0578,0.0328,NaN,0.13100104494235637,0.004725,-0.005917159763313529,0.01744037657600006,0.02530350667999981,0.021075162685999994,NaN,NaN,-0.17676354781100923,-0.18518696324711126,NaN,NaN
19303,18.59,0.9775,1.13,0.4455832113225964,0.0177,0.0442,0.0565,0.0324,NaN,0.12720037621036412,0.004425,-0.011904761904761862,0.012139232708000325,0.030284342528000163,0.012708778588000003,NaN,NaN,-0.07936259955515523,-0.08983584420554502,NaN,NaN
19304,15.34,0.98,0.97,0.5547454125653177,0.0148,0.0452,0.0671,0.033,NaN,0.113885891124179,0.0037,-0.030120481927710885,6.606971000000517e-4,-0.004844221679999983,0.02820306775200001,NaN,NaN,-0.1659694674306419,-0.17770549469068908,NaN,NaN
19311,16.69,0.94,0.88,0.5291250870271524,0.0138,0.0439,0.0644,0.0332,NaN,0.073969172417616,0.00345,-0.03105590062111807,0.006658640359999968,0.03689407757599983,0.012277689739999998,NaN,NaN,0.09592779230803283,0.08219104605850847,NaN,NaN
19312,14.83,0.9,0.79,0.6072712744706352,0.0055000000000000005,0.0436,0.0736,0.0319,NaN,0.0637461202162302,0.0013750000000000001,-0.03205128205128205,0.02363398987999976,0.02549476685599994,0.036952910745999996,NaN,NaN,-0.10325008738073826,-0.11648685023934047,NaN,NaN
19313,9.71,0.86,0.7,0.9440016561432564,0.0045000000000000005,0.0455,0.0807,0.0353,NaN,0.03035246088728072,0.0011250000000000001,-0.0066225165562913135,-0.031020598375999908,0.004997271264000291,0.03504029077899999,NaN,NaN,-0.33610820524108465,-0.34568488268227326,NaN,NaN
19314,8.12,0.82,0.61,1.170731707317073,0.0241,0.0532,0.1042,0.0407,NaN,-0.012944195492010141,0.006025,-0.026666666666666727,-0.05172053980000002,-0.08155483160200006,0.075131848769,NaN,NaN,-0.1650814844215991,-0.1835229612542877,NaN,NaN
19321,7.31,0.74,0.56,1.1858624454148472,0.0225,0.0498,0.0883,0.037,NaN,-0.008415511690829039,0.005625,-0.041095890410958846,0.042959707244,0.005695765856000179,0.05750095718999999,NaN,NaN,-0.0891520343433524,-0.1049392453633402,NaN,NaN
19322,4.43,0.66,0.51,2.0284780578898225,0.0034000000000000002,0.0541,0.11,0.0347,NaN,-0.04068862768003896,8.500000000000001e-4,-0.02857142857142858,0.047227499119999905,-0.007981940512000074,0.07733778827499999,NaN,NaN,-0.3880751763215231,-0.401819435063717,NaN,NaN
19323,8.08,0.58,0.46,1.214365567356065,3e-4,0.047,0.0761,0.0319,NaN,7.049814058481189e-4,7.5e-5,-0.014705882352941124,0.054390392251000064,0.07963491314800009,0.103428450566,NaN,NaN,0.8937127472848081,0.8717791781681958,NaN,NaN
19324,6.89,0.5,0.41,1.44208430136077,4e-4,0.0459,0.0842,0.0315,NaN,-0.005031571043537501,1e-4,-0.022388059701492602,0.014614138736000148,0.028859100878000365,0.069184460463,NaN,NaN,-0.13681385152888037,-0.15020957249517708,NaN,NaN
19331,5.85,0.485,0.4175,1.4765342960288808,0.0134,0.0468,0.0891,0.0321,NaN,-0.02188275597615945,0.00335,-0.03816793893129766,-0.0017922438480000302,0.004237024192999872,0.05903764809699998,NaN,NaN,-0.1359897541413383,-0.14894611005466252,NaN,NaN
19332,10.91,0.47,0.425,0.8335031587528021,7.000000000000001e-4,0.0446,0.0707,0.0306,NaN,7.615700947006866e-4,1.7500000000000003e-4,0.007936507936507908,0.032138055199999904,0.06866748659999988,0.060934420797999975,NaN,NaN,0.8900170438856667,0.8740569941270622,NaN,NaN
19333,9.83,0.455,0.4325,0.8679966044142615,4e-4,0.0436,0.0727,0.0308,NaN,-4.583628860081054e-4,1e-4,0.03937007874015741,0.004998712795999838,0.024113960378000066,0.058996970603,NaN,NaN,-0.09327051027041533,-0.09993433593056422,NaN,NaN
19334,10.1,0.44,0.44,0.8290260464173507,0.0029,0.045,0.0775,0.0336,NaN,0.0061958281068512245,7.25e-4,0,-0.03489474216700006,0.0042636905599999775,0.042847916327,NaN,NaN,0.035002625384933594,0.025591307001681107,NaN,NaN
19341,10.75,0.4425,0.4525,0.8025122121423587,0.0024,0.0413,0.0626,0.0307,NaN,0.009606328058943046,6e-4,0.007575757575757791,0.054378130949000125,0.060135846613999844,0.018578719210000004,NaN,NaN,0.08419023029867923,0.07477800457869033,NaN,NaN
19342,9.81,0.445,0.465,0.8407310704960835,0.0015,0.0393,0.0606,0.0289,NaN,0.0059827799657326325,3.75e-4,0.007518796992481258,0.03273835590200003,0.03560159888000003,0.016157032732,NaN,NaN,-0.08036193703419758,-0.08813827066445057,NaN,NaN
19343,9.1,0.4475,0.4775,0.8703643637149963,0.0021,0.0396,0.0657,0.031,NaN,0.019441143791579473,5.25e-4,0.014925373134328401,-0.022332630880000037,0.0032646152509998583,0.022863596653999993,NaN,NaN,-0.06842623130693348,-0.07926660139522967,NaN,NaN
19344,9.5,0.45,0.49,0.7737408688965782,0.0023,0.0381,0.0623,0.0293,NaN,0.02081471928983578,5.75e-4,-0.014705882352941124,0.03341337420800006,0.033566218957999716,0.008992411835,NaN,NaN,0.04986960646062455,0.03961816623646408,NaN,NaN
19351,8.47,0.45,0.73,0.8007541178805319,0.0015,0.0367,0.062,0.0274,NaN,0.01204819994537155,3.75e-4,0.02238805970149249,0.031780466504000016,0.03995014929299989,0.009466447471,NaN,NaN,-0.10665884901877243,-0.11688582360510924,NaN,0.18
19352,10.23,0.44,0.81,0.6818181818181819,0.0015,0.0361,0.0577,0.027,NaN,0.019345852148030432,3.75e-4,0,0.011374795724000242,0.026820046848000212,0.008850287722000002,NaN,NaN,0.21859602183022586,0.2075127807981736,NaN,0.19
19353,11.59,0.44,0.76,0.6117343844754397,0.002,0.0359,0.0553,0.0282,NaN,0.008026621087926449,5e-4,0,-0.007869065062000136,0.006853380000000131,0.007883858075,NaN,NaN,0.14101033330344137,0.13093341975576456,NaN,0.15
19354,13.43,0.47,0.76,0.5599111912856449,0.0015,0.0344,0.053,0.0276,NaN,0.0086888345696463,3.75e-4,0.007299270072992803,0.014155842699999699,0.019521350533999726,0.009306242333999999,NaN,NaN,0.17244728500821527,0.16061036109525162,NaN,0.24
19361,14.92,0.5,0.79,0.5276960470768837,0.002,0.0329,0.0486,0.0275,NaN,0.013456037056592278,5e-4,-0.007246376811594346,0.024389182229999973,0.021956163096000125,0.009094232408999998,NaN,NaN,0.12223995388338604,0.11376353205536938,NaN,0.21
19362,14.84,0.55,0.88,0.5231783879764094,0.002,0.0324,0.049,0.0273,NaN,0.020813450096393838,5e-4,0.007299270072992803,0.009629779399999983,0.01486460528000011,0.010237205087999997,NaN,NaN,0.003008832751030477,-0.006591206325578969,NaN,0.28000000000000003
19363,16.01,0.61,0.94,0.49159814086521275,0.0016,0.0318,0.0462,0.0268,NaN,0.021398482974673366,4e-4,0.014492753623188248,0.014013383540000257,0.014559679378999935,0.0053718191839999966,NaN,NaN,0.09384709687909032,0.08368162334889262,NaN,0.21
19364,17.18,0.72,1.02,0.45858810450250137,0.0012,0.031,0.0453,0.0255,NaN,0.025224721571867965,3e-4,0,0.024992526739999965,0.014440677249999867,0.006553180050000003,NaN,NaN,0.08359448999765084,0.06709169596809206,NaN,0.32
19371,17.92,0.75,1.11,0.4586663805589829,0.0038,0.0332,0.0468,0.0285,NaN,0.03350682927712747,9.5e-4,0.014285714285714235,-0.03411075050200019,-0.013585834144000053,0.005993817619999999,NaN,NaN,0.05210142181454103,0.04525186694723482,NaN,0.3
