yyyyq,index,d12,e12,b_m,tbl,aaa,baa,lty,cay,ntis,rfree,infl,ltr,corpr,svar,csp,ik,crsp_s_pvw,crsp_s_pvwx,d3,e3
19852,191.85,7.74,15.61,0.6864301439204469,0.0695,0.1094,0.124,0.1055,0.0307450422,-0.026607513896564162,0.017375,0.011278195488721776,0.13181507014399996,0.12327362576000023,0.002035281644,-0.0021959653,0.0388331903,0.07581329105135737,0.06471209445091808,NaN,3.63
19853,182.08,7.84,15.23,0.6899588297720208,0.071,0.1107,0.1248,0.1082,0.034684876,-0.03129435417614623,0.01775,0.006505576208178487,0.00531818902000003,0.020781856340000182,0.0022141861890000005,-0.0021212744,0.0377168553,-0.042695586981703504,-0.05262391888416296,NaN,3.74
19854,211.28,7.9,14.61,0.59269268816231,0.071,0.1016,0.1158,0.0956,0.0316935332,-0.019465081542443776,0.01775,0.009233610341643494,0.13342669605799995,0.12135270136999976,0.0030849307959999995,-0.001721356,0.0378838546,0.17415126281717974,0.16234408450777482,NaN,3.33
19861,238.9,8.02,14.52,0.5196276276936782,0.06559999999999999,0.09,0.105,0.0766,0.0282293748,-0.016419622098147322,0.016399999999999998,-0.0045745654162854255,0.19731570874999993,0.1076873830399998,0.0043832056319999995,-0.0019183155,0.0368910144,0.14197852243312292,0.13203454974585505,NaN,3.82
19862,250.84,8.1,14.71,0.49928145737351537,0.0621,0.0913,0.1034,0.079,0.0221931459,-0.012293237337018034,0.015525,0.006433823529411686,-3.5728480000007945e-4,0.006650547968000131,0.005425482648,-0.002562187,0.0355421722,0.057632783374642615,0.04876084955053295,NaN,3.82
19863,231.32,8.23,14.85,0.5346292671335952,0.0521,0.0889,0.102,0.0827,0.0195383115,-0.005138660415059802,0.013025,0.006392694063926951,-0.013366973999999976,0.018935438150000206,0.007883861523999997,-0.00237943,0.034655454,-0.07169738855849983,-0.07968696063222858,NaN,3.88
19864,242.17,8.28,14.48,0.49843086579287427,0.0553,0.0849,0.0997,0.0789,0.0183172402,-0.011375999294814478,0.013825,0.0027223230490018846,0.05447016106599989,0.05483926232899994,0.003983814014,-0.0022403247,0.0346730594,0.05302880054186909,0.04216632115398955,NaN,2.96
19871,291.7,8.34,15.1,0.42804021365129363,0.0559,0.0836,0.0961,0.0795,0.0213593744,-0.0022174301930176486,0.013975,0.014479638009049722,0.013508477593999979,0.018585810063999952,0.005861651556000001,-0.0020372883,0.0334028555,0.21375385744864972,0.20467122581087693,NaN,4.4400000000000004
19872,304,8.52,14.42,0.40789239744803657,0.0567,0.0932,0.1052,0.0877,0.0240029823,0.005202461550559499,0.014175,0.012488849241748534,-0.04806492282999997,-0.040493613879999946,0.0077534350650000005,-0.0017502493,0.0339177315,0.050140459163213746,0.0414187064913516,NaN,3.14
19873,321.83,8.66,15.86,0.3799667216170829,0.064,0.1018,0.1131,0.0992,0.0233698746,0.006350331918080451,0.016,0.013215859030837107,-0.06965146753000007,-0.060695836349999976,0.005129130865999998,-0.002827205,0.0347007911,0.0669659083386347,0.058894800228637356,NaN,5.32
19874,247.08,8.81,17.5,0.5088120154938803,0.057699999999999994,0.1011,0.1129,0.092,0.0197924534,0.013274756032356309,0.014424999999999999,0.003478260869565375,0.08382331341499993,0.0863870255000001,0.08458281524099996,-0.0027006902,0.0342904496,-0.22677723410456663,-0.2348853463827234,NaN,4.5999999999999996
19881,258.89,8.95,18.59,0.5075299538243313,0.057,0.0939,0.1057,0.0901,0.0225601322,0.006080030152513769,0.01425,0.009532062391681029,0.03923142797600021,0.04616864695200018,0.012784124156,-0.0025722006,0.0342327822,0.058492887314998576,0.04717856724838998,2.2430000000000003,5.53
19882,273.5,9.23,21.67,0.47111887230297284,0.0646,0.0986,0.11,0.0917,0.0226732192,-0.005397921392573271,0.01615,0.012875536480686733,0.009805045760000075,0.01660740884700007,0.008376658253,-0.002646697,0.034755742,0.06717561202285771,0.057274690815667606,2.504,6.22
19883,271.91,9.46,22.73,0.4775404536870951,0.0724,0.0982,0.109,0.0917,0.0302259301,-0.010001513671246891,0.0181,0.015254237288135464,0.022811598300000124,0.02665228595600011,0.004493699813000002,-0.0026083753,0.034599015,0.004364986363649681,-0.006101426660292564,2.4609999999999999,6.38
19884,277.72,9.75,23.75,0.4652835739680988,0.08070000000000001,0.0957,0.1065,0.0918,0.030013713,-0.0214057474525218,0.020175000000000002,0.005843071786310494,0.021712879519999673,0.013877390657000221,0.0036076323400000007,-0.0022913172,0.0346285476,0.03092839826828131,0.018327827333801006,2.5419999999999998,5.62
19891,294.87,10.011,24.96,0.46869141357330335,0.0882,0.098,0.1067,0.0929,0.0288943031,-0.02310213385133817,0.02205,0.014937759336099532,0.01426147688599988,0.013484472287999871,0.0034271060709999994,-0.0023804474,0.0348794035,0.06954754139293784,0.05963879605509681,2.5039999999999996,6.74
19892,317.98,10.367999999999999,25.220000000000002,0.4405629369769596,0.0815,0.091,0.1003,0.0821,0.0328207961,-0.02393664052956798,0.020375,0.014717906786590351,0.11475265744999996,0.10187755716500013,0.0034582034720000007,-0.0026943259,0.0350299606,0.0887069205051274,0.07848724483157477,2.8609999999999998,6.48
19893,349.15,10.733999999999998,23.689999999999998,0.39920975037321466,0.0775,0.0901,0.0991,0.0847,0.0317011074,-0.025736588515971243,0.019375,0.00725221595487513,-8.215811979999099e-4,0.005214699440000192,0.0029494864189999986,-0.0027566186,0.0356784119,0.10724260014487497,0.09776721928982401,2.827,4.8499999999999996
19894,353.4,11.055,22.87,0.39045474357111726,0.07629999999999999,0.0886,0.0982,0.0816,0.0324295807,-0.012323106687262504,0.019074999999999998,0.008799999999999919,0.04536802262799999,0.0354140759199999,0.007404209489,-0.0029288342,0.034782295,0.018930332475493694,0.010344889437934102,2.863,4.8
19901,339.94,11.318,21.669999999999998,0.4713339563609768,0.079,0.0937,0.1021,0.0889,0.0298592014,-0.010275460713749773,0.01975,0.020618556701030855,-0.04095270729999989,-0.02135477521199991,0.004932927105000003,-0.0023641623,0.0349017876,-0.030064640507508344,-0.03817173998211687,2.7669999999999999,5.54
19902,358.02,11.662999999999998,21.259999999999998,0.442949432254078,0.07730000000000001,0.0926,0.1022,0.0864,0.0303427165,-4.741595442486188e-4,0.019325000000000002,0.009324009324009452,0.04393231909999984,0.04066780644000012,0.0036790699300000003,-0.0025342714,0.0339624315,0.0632974997600586,0.05396340728282634,3.206,6.07
19903,306.05,11.834,21.740000000000002,0.5202896659707724,0.0736,0.0956,0.1064,0.0914,0.0388756643,0.0013916128993365698,0.0184,0.02155504234026151,-0.02031861546100011,-0.010373450343999946,0.009111045295000002,-0.0032591891,0.0338745754,-0.13916578317451223,-0.14683878467907696,2.9980000000000002,5.33
19904,330.22,12.086,21.339999999999996,0.4844968598832044,0.0674,0.0905,0.1043,0.0844,0.0390454268,-0.0018284693066672121,0.01685,0.008289374529012905,0.08243425240999991,0.05947887253999995,0.007727289584000002,-0.0023382328,0.0329351964,0.09041847424426108,0.07970809769590081,3.1150000000000002,4.4000000000000004
19911,375.22,12.11,20.94,0.4571255997199591,0.0591,0.0893,0.1009,0.0844,0.0341511532,0.003262044957949473,0.014775,0.008968609865470656,0.01989994819999974,0.0383761401999998,0.006999948429,-0.0024701057,0.0318334063,0.14705777690234423,0.13817593229678637,2.7909999999999995,5.14
19912,371.16,12.147,19.41,0.4582437430119549,0.0557,0.0901,0.0996,0.086,0.0344732067,0.014082172127480582,0.013925,0.007407407407407307,0.007611800000000057,0.015921863123999902,0.004837874778,-0.0023828567,0.0313142713,-0.0021160966411907234,-0.010368239096646192,3.2429999999999999,4.54
19913,387.86,12.274999999999999,17.82,0.44153183703099674,0.052199999999999996,0.0861,0.0951,0.079,0.0321791119,0.022991535909392704,0.013049999999999999,0.008823529411764675,0.08205588414000009,0.07296951567499987,0.003617697173,-0.0017709068,0.0308227717,0.053455336456347924,0.04529157818662899,3.1259999999999994,3.74
19914,417.09,12.203,15.969999999999999,0.42034441734015393,0.0407,0.0831,0.0926,0.073,0.023028085,0.0315377293883616,0.010175,0.005102040816326703,0.07253701266800006,0.05919720728800004,0.005224185777000001,-0.0012532164,0.0304817844,0.08367748973583078,0.07524495593457292,3.0430000000000001,2.5499999999999998
19921,403.69,12.323999999999998,16.19,0.40210603421764723,0.0404,0.0835,0.0925,0.0797,0.0216344,0.041628263648768614,0.0101,0.010152284263959421,-0.03660706674399983,-0.015108657615999888,0.002255451139,-0.0012508721,0.0301814778,-0.025077697174520686,-0.03204314695228372,2.9119999999999999,5.36
19922,408.14,12.32,17.05,0.3920423538331407,0.0366,0.0822,0.0905,0.0765,0.0181359908,0.042936624510414106,0.00915,0.006460875807609234,0.04645765759999998,0.043062473984000205,0.003104003944999999,-0.0012735065,0.0312181734,0.01806772814816293,0.010232460756583128,3.2389999999999999,5.4
19923,417.8,12.395,18.04,0.3976569721096054,0.0291,0.0792,0.0862,0.071,0.0211591294,0.04113498363078826,0.007275,0.00784593437945813,0.06613184320999999,0.05037396427999985,0.002139251023,-0.0010761546,0.0316565356,0.031026088828731258,0.023338852227272833,3.2009999999999996,4.7300000000000004
19924,435.71,12.385000000000002,19.090000000000003,0.3941096141989526,0.0322,0.0798,0.0881,0.0726,0.024080677,0.038713729965607506,0.00805,0.00424628450106157,0.005317232919999748,0.013791545808000016,0.001923788394,-0.0011115236,0.0323957274,0.052650578801201275,0.045201419861358616,3.0330000000000004,3.6
19931,451.67,12.479,19.84,0.33361352638732605,0.029500000000000002,0.0758,0.0815,0.0702,0.0280707085,0.03699501890486135,0.0073750000000000005,0.011980267794221122,0.06662642152000009,0.05386809999999986,0.002500441178,-0.0016690258,0.0323527143,0.042551755867231034,0.03526922684442857,3.0059999999999998,6.11
19932,450.53,12.523,19.330000000000002,0.32593124756094427,0.030699999999999998,0.0733,0.0807,0.0668,0.0265102753,0.04104789264666723,0.0076749999999999995,0.005571030640668662,0.05736966941599997,0.03672166472000038,0.002395918192000001,-0.0017479702,0.0329714422,0.004565954854236942,-0.0027214877029758666,3.2829999999999995,4.8899999999999997
19933,458.93,12.518999999999998,20.41,0.32235182146238445,0.029500000000000002,0.0666,0.0734,0.0627,0.0308866608,0.04174736988948233,0.0073750000000000005,0.00484764542936289,0.06386060446999986,0.043454644099999884,0.0013612038159999996,-0.0011537305,0.0330732039,0.024836405202860234,0.017731274487127857,3.1969999999999996,5.81
19934,466.45,12.576999999999998,21.89,0.3052672229090084,0.030600000000000002,0.0693,0.0769,0.0654,0.0297372567,0.04574680473055989,0.0076500000000000005,0.004824259131633424,-0.014581737280000007,-0.007188312396000041,0.0011602190900000008,-0.001012497,0.0341830034,0.02384272958773126,0.016965047622557794,3.0910000000000002,5.08
19941,445.77,12.706999999999997,22.71,0.30748380506932604,0.035,0.0748,0.0813,0.0725,0.0356561627,0.041915420800633395,0.00875,0.009602194787379892,-0.059148468249999975,-0.04693387332400001,0.00234170496,-0.001099839,0.0342106217,-0.038328890746961664,-0.04489729327834591,3.1360000000000001,6.93
19942,444.27,12.834999999999999,25.2,0.30841707670307816,0.0414,0.0797,0.0865,0.0774,0.0330817922,0.03401035171374386,0.01035,0.005434782608695787,-0.032846229999999976,-0.023811557134000072,0.002921278542,-9.6572186e-4,0.0345789107,0.0038466383793989145,-0.0035884564831407673,3.4109999999999996,7.38
19943,462.71,12.923,27.330000000000002,0.2909046585988527,0.0462,0.0834,0.0898,0.08,0.038482976,0.02901911611270127,0.01155,0.009459459459459474,-0.006618716842000105,4.7004843499998117e-4,0.0016895242740000004,-8.3929779e-4,0.0348925613,0.0496621756123925,0.04247372788798276,3.2850000000000001,7.94
19944,459.27,13.170000000000002,30.6,0.2915683000067602,0.055999999999999994,0.0846,0.091,0.0799,0.035177691,0.016601623625213318,0.013999999999999999,0.002008032128513859,0.020249244349999973,0.012440618700000128,0.0026997309790000004,-5.7600688e-4,0.0360800998,2.9002328552807377e-4,-0.007029141940529282,3.3380000000000001,8.35
19951,500.71,13.169999999999998,32.550000000000004,0.3138765418776539,0.057300000000000004,0.0812,0.087,0.0755,0.0324560522,0.014403180113987632,0.014325000000000001,0.011356045424181893,0.0664002399410002,0.06526461848000009,0.0012461397729999998,-5.6677049e-4,0.0371412848,0.09752524471995216,0.09041266735791975,3.1360000000000001,8.8800000000000008
19952,544.75,13.361,34.43,0.28642961789533944,0.0547,0.073,0.079,0.067,0.0382366969,0.008272899671586863,0.013675,0.007265521796565366,0.11248666788999984,0.090249713575,0.001965173554,-2.6772572e-4,0.0369512144,0.0962290740070808,0.08903500599326919,3.6019999999999999,9.26
19953,584.41,13.575,35.18,0.2724949975926904,0.0528,0.0732,0.0793,0.0663,0.0376765499,0.006377414405829626,0.0132,0.004590163934426128,0.02401558160000028,0.026553443058000115,0.001361424627,-1.402155e-4,0.0367631178,0.08067722970349833,0.07418092988833536,3.4989999999999997,8.69
19954,615.93,13.787999999999998,33.96,0.2550263829395351,0.051399999999999994,0.0682,0.0749,0.0603,0.0393561104,0.015528785165054883,0.012849999999999999,0.001958224543080922,0.08372893203199983,0.0669314675599999,0.001854537835,-1.4660419e-4,0.0370684092,0.05894397590576639,0.052655370749482344,3.5510000000000002,7.13
19961,645.5,14.104,34.04,0.23929961540850445,0.0496,0.0735,0.0803,0.0684,0.0381824266,0.0168940073928555,0.0124,0.01433224755700313,-0.06931058573000004,-0.04848484113999996,0.004393274426000001,3.0555841e-5,0.0375319681,0.0553198847644063,0.04954602482856907,3.452,8.9600000000000009
19962,670.63,14.273,34.910000000000004,0.23644372524397833,0.0509,0.0771,0.084,0.0703,0.0349259299,0.02719374071677855,0.012725,0.006422607578676853,-0.0019536612699999623,0.0014252623999999603,0.0025019363080000002,-8.4789044e-4,0.0381336845,0.04506852188113908,0.039355221555813946,3.7709999999999999,10.130000000000001
19963,687.31,14.664000000000001,36,0.22729731810082116,0.0509,0.0766,0.0835,0.0704,0.0346984107,0.02955371356217344,0.012725,0.007019783024888371,0.01652335441999986,0.019737418699999898,0.004162893002999999,-5.3869363e-4,0.0388902314,0.031231375563533392,0.02527040544147363,3.89,9.7799999999999994
19964,740.74,14.899,38.730000000000004,0.20734272969549994,0.049100000000000005,0.072,0.0789,0.0673,0.0348517047,0.024097560539346658,0.012275000000000001,0.005069708491761693,0.049348938175999946,0.04357113060199991,0.003019424253000001,-3.9675518e-4,0.0393881985,0.0834002851088016,0.0777463353389225,3.7859999999999996,9.86
19971,757.12,15.059,40.24,0.2147802022701851,0.051399999999999994,0.0755,0.0818,0.0723,0.0305906736,0.021119838561680676,0.012849999999999999,0.008827238335435084,-0.03241737046000004,-0.022107666736000064,0.004836331117000001,-0.0013083062,0.0398165098,0.026406564099058283,0.02159835145657829,3.6120000000000001,10.47
19972,885.14,15.161000000000001,40.55,0.18428761503037272,0.0493,0.0741,0.0802,0.0688,0.0257715746,0.010847477670236598,0.012325,0.001875000000000071,0.05563857332500022,0.0507233642239997,0.0069869200260000005,-6.6209767e-4,0.0402093523,0.17500833648049507,0.16975580912800425,3.8730000000000002,10.44
19973,947.28,15.333000000000002,40.63999999999999,0.17796785704812584,0.0495,0.0715,0.077,0.0649,0.0251779646,0.01465063871125405,0.012375,0.005614472863381126,0.061429312328000085,0.05075504127999997,0.007101406575000001,-7.4286008e-4,0.0416318476,0.07601662761439298,0.07141461112131386,4.0620000000000003,9.8699999999999992
19974,970.43,15.497,39.72,0.1788008842040588,0.0516,0.0676,0.0732,0.0602,0.0202168055,0.015578727645043342,0.0129,6.203473945409765e-4,0.06871372611199988,0.046172014432999786,0.014275218713,-8.8877898e-4,0.0412893758,0.029561994997973073,0.025237218590374866,3.95,8.94
19981,1101.75,15.641000000000002,39.54,0.1811403959656668,0.050300000000000004,0.0672,0.0732,0.0602,0.0096032187,0.016505112806659516,0.012575000000000001,0.0055796652200865715,0.015187639999999947,0.016839773557999926,0.004659041815000001,-7.3979006e-4,0.0419939108,0.1405030024989926,0.13638259994555302,3.7560000000000002,10.29
19982,1133.84,15.95,38.97,0.17806060597750975,0.049800000000000004,0.0653,0.0713,0.0576,0.0101570496,0.024030588186307295,0.012450000000000001,0.004932182490752224,0.04412263889599988,0.03384252786500008,0.004670912356,-0.0011688478,0.0425665612,0.034101394349880465,0.030264497679478364,4.1819999999999995,9.8699999999999992
19983,1017.01,16.143,38.089999999999996,0.20324840423225912,0.0461,0.064,0.0709,0.0517,0.0133645674,0.024092522108810823,0.011525,0.0036809815950920033,0.08348540300000007,0.044684391607999974,0.021533110703,-0.0016339078,0.0422315536,-0.09819940189556142,-0.10188715240286184,4.2549999999999999,8.99
19984,1229.23,16.195,37.71,0.17361131536550134,0.043899999999999995,0.0622,0.0723,0.0542,0.0050613697,0.020063255161543222,0.010974999999999999,0.001833740831295838,-0.015472063327999996,0.008494486999999662,0.010395236618,-0.0010338728,0.0428013236,0.2157151690246335,0.21154016401267284,4.0019999999999998,8.56
19991,1286.37,16.448999999999998,38.38,0.17289717073498748,0.0444,0.0662,0.0753,0.0592,0.0016673445,0.02067722036523778,0.0111,0.006711409395973034,-0.04129677664000009,-0.028098888646000075,0.010031305729999999,-0.0010753509,0.0428087021,0.04884741163617812,0.04550691899675208,4.01,10.96
19992,1372.71,16.448,41.02,0.15422744676724118,0.045700000000000005,0.0723,0.0802,0.0627,0.0066545041,0.018875065443533533,0.011425000000000001,0.0072727272727270975,-0.024110626969999993,-0.03563843583999993,0.008221532781000001,-0.0011446288,0.0431648532,0.06869763186317801,0.06501157153869208,4.181,12.51
19993,1282.71,16.641000000000002,43.96,0.16368449822911238,0.046799999999999994,0.0739,0.082,0.0646,0.0090140649,0.02039068074891072,0.011699999999999999,0.010228640192539107,-0.0046680471960000025,-0.004699616765999948,0.0070460050239999975,-9.8570256e-4,0.0435839487,-0.06215283231187885,-0.06531106863409963,4.4480000000000004,11.93
19994,1469.25,16.692,48.17,0.147167259434962,0.052000000000000005,0.0755,0.0819,0.0682,0.00625302,0.017900176683610106,0.013000000000000001,0.002382370458606342,-0.022679643459999954,-0.007934624944000102,0.0073789636540000005,6.4278e-5,0.0429439829,0.15438323677077714,0.1510380786344201,4.0529999999999999,12.77
20001,1498.58,16.762,50.949999999999996,0.14997356178980206,0.056900000000000006,0.0768,0.0837,0.0618,-0.0058069706,0.01830142574008117,0.014225000000000002,0.0172311348781935,0.08832965046399988,0.024100343491999965,0.014885116120999995,1.8488374e-4,0.0436900621,0.02577300625409973,0.022806782687430527,4.08,13.74
20002,1454.6,16.704,51.92,0.15677796158526175,0.056900000000000006,0.0767,0.0848,0.0622,0.0039572938,0.007141026444117329,0.014225000000000002,0.0070093457943927184,0.011124841376000116,0.004291425889999978,0.015486962074000006,-2.4674334e-4,0.0442448239,-0.028359973303827002,-0.031071447018136022,4.1230000000000002,13.48
20003,1436.51,16.347,53.699999999999996,0.1537894628785958,0.06,0.0762,0.0835,0.0612,0.0029230088000000002,0.004483858507960369,0.015,0.00754060324825967,0.025360271360000075,0.03638720158999997,0.004704729286999999,-5.0848747e-4,0.0438671442,-0.0056421037716997136,-0.008385130395258789,4.0909999999999993,13.71
20004,1320.28,16.270999999999997,50,0.15185150364920535,0.057699999999999994,0.0721,0.0802,0.0558,0.011869091,-0.0022502465054224903,0.014424999999999999,0.0017271157167531026,0.07674060567899987,0.05875314544999988,0.014139868657,-5.2485301e-4,0.043168564,-0.07681495070500488,-0.07954915209035962,3.9769999999999999,9.07
20011,1160.33,15.972999999999999,45.440000000000005,0.1331135514482312,0.044199999999999996,0.0698,0.0784,0.0559,0.00302259,-0.0051995393236212726,0.011049999999999999,0.01264367816091938,0.012064439329999788,0.04601366780299987,0.014609126979000004,-0.0018640665,0.0420562161,-0.12130827779787401,-0.1239700046731751,3.782,9.18
20012,1224.42,15.686,36.79,0.12520943283134334,0.0349,0.0718,0.0797,0.059,0.0045117928,0.0050429430725106965,0.008725,0.010215664018161208,-0.019451394385000098,0.005732310720000022,0.011470826029999999,-0.0015922058,0.0404120145,0.05863501975717855,0.05545513801225255,3.8359999999999999,4.83
20013,1040.94,15.736,28.31,0.14862858821556416,0.0264,0.0717,0.0803,0.0542,0.0100573483,0.008653850325138279,0.0066,0.0016853932584270925,0.06755225393600006,0.03626875996800005,0.012288667097000003,-0.001822915,0.0392782437,-0.1467230479042262,-0.14980557624065516,4.141,5.23
20014,1148.08,15.74,24.69,0.1312178459137877,0.0169,0.0677,0.0805,0.0575,0.0038888019,0.013469916670026155,0.004225,-0.008973639932697841,-0.02113263644800001,0.01486173404000013,0.007237063367000002,-0.0013361672,0.0376034078,0.10982138965321675,0.10585006526265439,3.9809999999999999,5.45
20021,1147.39,15.73,24.700000000000003,0.23683340230085725,0.0179,0.0681,0.0811,0.0604,0.0025021478,0.013764068557883516,0.004475,0.011884550084889867,-0.019251299319999804,3.210387500001133e-4,0.006766545309000001,-0.0022385902,0.0363810744,0.0027864086944506816,-6.014950796514595e-4,3.7720000000000002,9.19
20022,989.81,16.039,26.74,0.26657250177680364,0.017,0.0663,0.0795,0.0566,0.0034872123,0.027534947165854983,0.00425,0.006152125279641929,0.06205740004999982,0.0444551569970002,0.010129311063999998,-0.0026067905,0.0355660401,-0.13479925806172222,-0.13815930542766042,4.1449999999999996,6.87
20023,815.29,15.799,30.04,0.3245551554638465,0.0163,0.0615,0.074,0.048,0.0083676622,0.02930911096514307,0.004075,0.00611450806003333,0.12306293686400016,0.08984070103999975,0.03211813046,-0.0032126151,0.0350796214,-0.16906390488121426,-0.1727613394220222,3.9009999999999998,8.5299999999999994
20024,879.82,16.073999999999998,27.589999999999996,0.29538589561836665,0.011899999999999999,0.0621,0.0745,0.0484,0.0106248649,0.025738920024006056,0.0029749999999999998,-5.524861878453136e-4,0.00736774507599991,0.024379636799999993,0.018678239948,-0.0041443054,0.0342621703,0.08502042254856823,0.07988478650026787,4.2560000000000002,3
20031,848.18,16.224,30.32,0.2861177007992168,0.0113,0.0589,0.0695,0.049,0.0175842921,0.024101488782414752,0.002825,0.018242122719734466,0.008154917989999788,0.020326996479999915,0.013867806102000006,NaN,0.0341160074,-0.031538731622842375,-0.036038085534820574,3.9220000000000002,11.92
20032,974.51,16.165,34.55,0.2544883372653901,0.0092,0.0497,0.0619,0.044500000000000005,0.0073992913,0.0012557290806505122,0.0023,-0.002714440825190012,0.05352578086399995,0.05576216616299989,0.007290920629000001,NaN,0.0347428703,0.1550485850166794,0.1500739153342443,4.0860000000000003,11.1
20033,995.97,16.586000000000002,38.58,0.24654178263370644,0.009399999999999999,0.0572,0.0679,0.052300000000000006,0.0088522725,0.0073209622202266445,0.0023499999999999997,0.008165487207403288,-0.033174484552000116,-0.021256298316999933,0.0048812058040000016,NaN,0.0351373102,0.026736691405281343,0.022287799870805314,4.3220000000000001,12.56
20034,1111.92,17.385,48.739999999999995,0.21873986475412183,0.009,0.0562,0.066,0.051500000000000004,0.0029252222,0.006946096061589921,0.00225,-0.004859611231101346,-0.017453427901000018,-0.0015169172839998302,0.003220908008,NaN,0.0352219828,0.12049639504747112,0.11519945316605273,5.0549999999999997,13.16
20041,1126.21,18.024,52,0.281731465479788,0.009399999999999999,0.0533,0.0611,0.0474,0.0054020679,0.012245805425481827,0.0023499999999999997,0.016820401519262118,0.05682413440999978,0.04906748774800018,0.003570793425,NaN,0.0345208971,0.018268051331537638,0.014165541327564535,4.5609999999999999,15.18
20042,1140.84,18.601999999999997,56.15,0.2796316029545359,0.0127,0.0601,0.0678,0.0532,0.0019318879,0.014448300621473393,0.003175,0.012273212379935838,-0.05226968145199995,-0.05137998399799992,0.0029793061069999997,NaN,0.0350504265,0.01727836748317979,0.013034749192836204,4.6639999999999997,15.25
20043,1114.58,19.163,57.77,0.2894853014849801,0.0165,0.0546,0.0627,0.0488,-0.0010150002,0.009086065727562634,0.004125,0.0010542962572483994,0.0657461276000002,0.06931893068000017,0.0029256059850000012,NaN,0.0356933652,-0.018772096033232377,-0.02311447776190889,4.8830000000000009,14.18
20044,1211.92,19.442,58.55,0.27061924267899223,0.0219,0.0547,0.0615,0.0484,0.0038916183,0.012960210942405672,0.005475,0.002106371774618143,0.016430630999999973,0.021671050399999947,0.0028157300980000003,NaN,0.0360410387,0.09176709271272254,0.08344084566836707,5.3339999999999996,13.94
20051,1180.59,20.225,60.22,0.3198568893424831,0.0274,0.054,0.0606,0.0488,0.0049252227,0.00909000569827377,0.00685,0.01576458223857058,0.009494924800000026,0.0034873880000001467,0.0025157384540000004,NaN,0.0361648943,-0.020361172296724406,-0.024817396239740663,5.3440000000000003,16.850000000000001
20052,1191.33,20.925,63.26,0.32697905687315876,0.0297,0.0496,0.0586,0.0429,0.0067245299,0.005365959782617228,0.007425,0.006207966890843242,0.08594521042699999,0.07815527156500002,0.003227395848999999,NaN,0.036343712,0.014200879636831809,0.009614905111752003,5.3639999999999999,18.29
20053,1228.81,21.471000000000004,66.47,0.31789150983564674,0.0342,0.0513,0.0603,0.0464,0.0100176162,0.00672870922690693,0.00855,0.022107969151671014,-0.03037872444800005,-0.03261679587999988,0.0020065132960000003,NaN,0.0366852143,0.036154552195461376,0.031576000959235406,5.4290000000000003,17.39
20054,1248.29,22.216,69.83,0.3134779566130161,0.038900000000000004,0.0537,0.0632,0.0461,0.0117990272,0.0030712057991591477,0.009725000000000001,-0.010060362173038184,0.014226662768000109,0.011557245899999957,0.002790880967,NaN,0.0365416137,0.021955613775912486,0.016960672786003217,6.0790000000000006,17.3
20061,1294.83,22.784,72.67,0.3160094407218444,0.0451,0.0553,0.0641,0.0507,-3.633887e-4,0.00216081692372509,0.011275,0.015243902439024293,-0.04281250272400006,-0.03715563078400008,0.0021691767640000005,NaN,0.0373364022,0.04221359370196165,0.03740087268249592,5.9119999999999999,19.690000000000001
20062,1270.2,23.437,74.49,0.314850289949436,0.0479,0.0589,0.0678,0.0531,0.0067313349,-0.0021864728221853576,0.011975,0.015515515515515554,-0.014742967239999905,-0.020550185279999966,0.004057769962,NaN,0.0375265027,-0.015035979284340084,-0.019659091195640133,6.0170000000000003,20.11
20063,1335.847,24.095999999999997,78.57,0.3005932835405559,0.0481,0.0551,0.0643,0.0484,0.0097783178,-0.009493335590180212,0.012025,0,0.06825172517000011,0.08006556693099998,0.0024342804379999996,NaN,0.0376975825,0.05713332332870946,0.052247722481847836,6.0879999999999992,21.47
20064,1418.3,24.884,81.50999999999999,0.28168239971435793,0.048499999999999995,0.0532,0.0622,0.0491,0.0029870133,-0.015031806162377774,0.012124999999999999,-0.005421389847215297,0.004285388396000123,0.01353981185599995,0.0014002891669999996,NaN,0.0376194065,0.06598719869746628,0.060687898588324796,6.867,20.239999999999998
20071,1420.86,25.494,83.14999999999999,0.2690500134610926,0.049400000000000006,0.053,0.0627,0.0493,-0.0083902683,-0.012480691332184879,0.012350000000000002,0.017601585728443947,0.008125404650000112,-1.8814885300011408e-4,0.0035148507889999994,NaN,0.0378196105,0.006577121585273238,0.002042976123182605,6.5220000000000002,21.33
20072,1503.3486,26.169999999999998,84.92074431472292,0.24789560997351326,0.0461,0.0579,0.067,0.0521,-0.0033460826,-0.011057478271378327,0.011525,0.0146090615138883,-0.020663803000000036,-0.01878927184000001,0.002751122347000001,NaN,0.0381695856,0.06201685284585756,0.057198084069496113,6.6930000000000005,21.880744314722936
20073,1526.75,26.978,78.60074431472293,0.23920743671233688,0.038900000000000004,0.0574,0.0659,0.0489,5.365765e-4,-0.013010957043642583,0.009725000000000001,6.623406542773935e-4,0.05012379819200019,0.02561270336000021,0.009428737631,NaN,0.0382644712,0.020273122064475624,0.015371191940294349,6.8960000000000008,15.15
20074,1468.3552,27.732,66.18074431472293,0.2505829731427226,0.03,0.0549,0.0665,0.045,0.0020975261,-0.04159143745806062,0.0075,0.007415223751738642,0.05994262634000003,0.019616474655999916,0.009665044211999999,NaN,0.0383459608,-0.03070507928546362,-0.035680745383884216,7.6209999999999996,7.82
